score;content
1;Aplikasi selalu terblokir gak jelas bikin aplikasi udah ke bank cuma bisa Sampek seminggu teblokir lgi ....gatot (gagal total)
1;"Pas mau registrasi ""No rek Tidak terdaftar"""
1;Setelah ganti smartphone malah ga bisa login. Seharusnya tidak di buat ribet.
5;Mempermudah kelancaran akses
1;Mbanking paling jelek yang pernah ada ini, paling banyak masalahnya kaya gangguan server ga beres beres, yang paling kesal yaitu sering banget sistem error kaya tiba tiba uang tabungan jadi minus yang bikin panik seketika, mana pelayanannya susah di hubungi👎👎👎
2;Saat melakukan transaksi mengisi pulsa sering terjadi eror padahal jaringannya aman trs pulsa tidak masuk saldonya kepotong lagi......
1;Error trs kalauau transaksi pembelian
1;10x keblokir, desember kemarin sudah 2 kali terblokir, januari ini diurus seminggu kemudian terblokir lagi, padahal sy sudah memasukkan user & pw secara teliti, benar serta pada jaringan yg stabil. Setiap selesai input, disuruh untuk melakukan aktivasi ulang, saat dilakukan aktivasi, perangkat tidak dikenal user diblokir. Beda sama bank yg lain, saat sinyal jelek pun masih bisa digunakan transaksi & sekalipun blm pernah keblokir. Kalau bukan karena rekening gaji,sudah lama saya gk mau pake bank ini
5;Ok
1;Sayang sekali, padahal sangat di butuhkan, tapi malah banyak errornya, aktivasi ulanglah, waktu cek saldo error pula, ujung-ujungnya tidak bisa di gunakan.
1;"belum ada satu bulan sudah aktivasi lagi, tolong dong jangan sering"" aktivasi ulang terus. mana kalau mau aktivasi ulang harus ke banknya gak bisa aktivasi mandiri dirumah, apalagi jarak rumah ke bank makan waktu 3-4 jam perjanalan"
1;Ah apk gak jelas suka ilang sendiri datanya, pas udah aktifvasi malah id pengguna eror, gak jelas banget
1;Sering error Jadi males
4;SDH dua hari gak pernah dapet no otp,,gimana solusinya🙏
1;Selalu aktivasi diblokir
3;banyakin kerjasama pembayaran, masa sih utk byr indihome n pln aja ga ada
1;Sering terjadi error ketika transaksi... Sudah berapa kali kejadian seperti ini... Dan saldo tetap terpotong dan biaya tetap dibebankan ke nasabah... Disini kami merasa dirugikan... Kalau transaksi gagal ya jangan motong untuk biaya admin dan segera di kembalikan saldonya... Ini kalau gk di telp atau diajukan pengaduan gk ada solusi... Tolong sekali lagi diperbaiki
5;Sangat memuaskan
5;Akhirnya bisa buka rekening bank sumsel babel,tanpa harus ke Palembang,buka rekeningnya mudah dan cepat,di aplikasi cob sumsel babel.bagus.Semoga ada bisa gratis transfer dan top up e-wallet.
1;"Kenapa ya min.mau login tapi diminta aktivasi ulang. Begitu mau diaktivasi malah muncul ""data tidak ditemukan"". Jadi solusinya gimana nih ?"
5;Saya sangat terbantu dalam bertransaksi transfer,gopay semuanya lancar..terimakasih BSB 👍👍
1;Baru kali ini dan di bank ini, mobile app bukannya mempermudah malah menyusahkan. Di suruh aktivasi Mulu, sekalinya aktivasi malah gak tersedia.. Gimana orang mau nabung di bank ini..
5;ok, mantap ok mantap
2;Sudah berjalan 2 bulan diminta aktivasi ulang... aktivasi ke ATM lagi ribet banget..beda dengan livin Mandiri..
2;Akun sering ke blokir karena lepas kartu sim dan tidak bisa aktivasi ulang mohon di perbaiki
1;BSB Mobile parah.. Gara2 di update jadi minta aktivasi ulang. Eh pas di aktivasi malah user di blokir. Katanya perangkat tidak dikenali. Padahal selama ini jg pake hp ini. Bukan savety ini namanya. Tp bikin repot. Mana mau buka blokir harus ke kantor cabang juga. Ga ada layanan via online
1;Burrruuuuukkk bangeeettt sumpah!! Lelet beli paket internet gk ada keterangannya.. ini aplikasi banyak zonk
1;Hallo BANK SUMSEL BABEL yth. Saya bayar transfer pake QRIS GAGAL, SALDO BERKUNG MOHON DIBALIKIN UANG NYA. Mau telpon CS ternyata berbayar, tidak ada aplikasi CS seperti BCA yang telpon CSnya langsung pake aplikasi.
1;Aplikasi yg buruk selalu minta aktivasi tp tetep gagal aktivasi mesti bolak balik bank bukan memudahkan malah ngeribetin
1;Terlalu ribet buat aplikasi yg belum maksimal, dikit2 aktivasi kartu, terus aktivasi error. TOLONG GUNAKAN ORANG YANG PAHAM DALAM SISTEM APLIKASI. MASA SERING RESTART HP SAJA AKUN E BANKING DI BLOK. INI SUDAH 2X LOH. PARAH
1;Tiba2 logout sndiri disuruh aktifasi kembali diaktifasi data tidak ditemukan..udh 2x akun harus aktifkan kembali bikin repot aja
2;Terlalu sering eror / gangguan, sampai skrng pun msh sering Kali gangguan
5;Ok
1;Sangat membutuhkan perbaikan, disaat aplikasi bank lain udah canggih bsb masih gini gini aja.. aplikasi bank yg kurang satset dibanding bank lain 🥱
5;Suka sekali sumsel Babel
1;Gimana dgn bnk sumsel ini...transfer ke bank lain pagi ini belum jg masuk2 😏😏 Tolonglah diperbaiki sistemnya, jgn membuat repot nasabah
1;Sering sekali tidak bisa d buka, padahal tidak pernah salah memasukkan id atau kata sandinya. Selalu minta aktivasi ulang
1;Aplikasi bosok, harusnya lebih mudah dan praktis. Ini malah ribet, zaman sekarang kok ribet gak mutu. Coba di perbaiki lagi seperti aplikasi bank lain.
1;Saran aja.. kalau setiap transaksi mending gak usah pake kode OTP. Ini nunggu udah 15 menitan kode gak masuk2 dan ini bukan yg pertama kalinya. Lama banget nunggu kode OTP masuk.
5;Setelah ke cabang, baru bagus layanannya
2;Sering banget brmslah. Mulai dari password salah, pdhal tidak diganti2, trs tidak bisa aktivasi, smuanya Bru fix kalo SDh ke kantor cabang. Kantor rantingpun tidak bisa. tidak bisa selesai sendiri. mana antrian lama banget, masyaAllah
5;Sanga
1;Pndftaran ribet, hrus k teler yg antrianya berjam2
1;App cepet terblokir akun , mau lepas no kartu lain di hp, sudah terblokir aja
1;Mau transfer antar bank, lain bang.. Sudah banget. Pake email dan keterangan dulu.. Bank lain ga pernah pake email segala. Mana nunggu OTP lama bgt
5;sangat puas
5;Good
1;Eror Tpi msih nyedot saldo aneh, kejianny gw mau TF dari bsb ke gopay pas gw TF terjadi eror dan pikir gw saldony gk bakal kesedot, eh tau taunya kesedot sialan, dan sampai sekarang gk di refund2.
1;Aplikasi burik, bnyak problemnya
4;Lancar tanpa ribet
4;suka ngebug, kalau sudah diperbaiki aku kasih bintang 5.
1;Gimana sih aplikasi ini, isi voucher pulsa transaksinya eror tapi saldo berkurang ditambah pulsanya nggak masuk. Kalo eror ya eror jangan ngurangi saldo. Kalo saldo berkurang mestinya pulsanya masuk.
1;Ga bisa daftr masalah bug terus dari kemarin
1;mohon maaf sebelumnya knp saya kasih bintang 1, ini bank daerah kebanggaan kami tp knp ya mutu layanannya sangat tdk memuaskan apalagi utk Qrisnya, bahkan sy sangat sering mengalami gagal transaksi tp saldo sy terdebet bahkan tdk bisa mengunduh bukti krn di pesan tertulis gagal, selanjutnya utk aplikasi BSB mobile sering disuruh aktivasi ketika dilakukan ativasi selalu gagal dan akhirnya terblokir pdhal sdh mengikuti petunjuknya, saat lapor kebank utk buka blokir jwbnnya mmg begitu krn update data, tksh
5;Lebih aman dengan konfismasi berulang
1;5x transaksi qris dan top up gopay gagal, saldo terpotong tapi status gagal, sampai sekarang belum kembali.
1;Selaluuuu....kalo malem susahh banget untuk transaksi..berapa kali saldo sudah tersedot waktu ditelfon call center nggak ada.nelfon call center pake pulsa banggg😩😩😩😩pengembalian dana 2 minggu.lama banget.ini mobile banking buruk banget dehhh
1;Setelah di update aplikasi ini eror trus, baru satu hari aktivasi ulang ke bank, hr ini sudah gak bisa log in dan tdk bisa aktivasi lg dr HP... Tolong dong, sekelah bank sumsel, masak kalah sama aplikasi lain yg lebih ringan
5;Sangat membantu
3;kenapa g bisa dibuka malam ini saldonya g bisa dibuka eror ada tulisan vlink time mout
1;Aplikasi ngacuk
1;Agak kecewa sm aplikasi mbengking y g dibuka, pas mau dibuka suruh aktivasi ulang,,
5;Saya nasabah Bank Sumsel dari dulu, untuk M-Bangking ini sudah Bagus tapi perlu di tinggkat kan lagi , seperti otomatis serch bank yg di tujuh & pilihan top up di perbanyak , terimakasih , maju selalu 💪🏼
1;Bank paling lemot
5;aplikasi fast respon, tingkat keamanan 3 lapis
1;Blum lama diperbiki ? Membntu cuman nyebelin stelh di update diperbaharui aktivasi lg baru masukkn no rekening blasnnya transksi tdk dikenal aktivasi tidk tersedia hub call seenter msh gakbisa lg-lgi ke bank terdekt mau brpa kali bolak balik ke bank ya kalau bisa layanannya di perbaiki.
5;Bisa di tambahkan lagi menunya.
5;Untuk Aplikasinya sudh bagus, klw bisa bug atas jadwal permintaan informasi dan transaksi klw bisa dibuat agak lama, jam 20.00 wib itu masih banyak aktifitas transaksinya.
5;Aplikasinya sudah lumayan bagus, mohon untuk di perbanyak lagi riwayat transaksi debit dan kreditnya, untuk yg sekarang kita tidak bisa scroll ke bawah..
1;Setiap mau aktivasi sama regis nggak bisa
5;Be good be batter life
5;Terimakasih karna sudah mempermudah transaksi buat aku yg sering lupa bawa kartu ATM
5;Trimakasih
1;Hati2 pemakai Qris sumselbabel,3jt ketahan blm balik dananya, Scan Qris gagal, saldo kepotong,, horor inimah..!!! Di percepat pengembalian saldonya bosquee, ngapain aja ni IT kerjanya.!
1;Mau login doang ribet, cuman gk di bukak berapa hari aja diminta aktivasi lagi dan juga ya padahal nomor hp yang digunakan aktif malah tidak terdeteksi dari aplikasinya. Gk layak pakai ini mah!!
2;Keblokir terus, cuma gara2 sinyal hilang dan tukar kartu internet dr sim 1 ke sim 2.. Buka blokir harus ke bank... Kenapa ga kayak yg dulu bisa aktifin sendiri, ga harus ke bank. Ribet banget... Tolong dong gimana solusinya biar bisa aktifin sendiri...
1;TOLONG DONG TIBA-TIBA SAYA TIDAK BISA MASUK TERUS ADA KETERANGAN AKTIVASI ULANG, KETIKA SAYA AKTIVASI ULANG MENGGUNAKAN NOMOR KARTU ATAU NOMOR REKENING TETAP TIDAK BISA KARENA DATA TIDAK DI TEMUKAN. TOLONG ANDA JAWAB PERTANYAAN SAYA DAN JUGA TOLONG ANDA BERTANGGUNG JAWAB DENGAN APA YANG ANDA FASILITASI. TERIMA KASIH JIKA HARUS KE KANTOR BSB ITU TERLALU RUMIT. JANGAN SEDIAKAN FASILITAS BERBASIS MOBILE JIKA MASIH HARUS RIBET
5;Bank terbaik di indonesia
5;Suka
1;Ribet. Harus bolak balik bank, kalo ngeluarin kartu ataupun nambahin kartu di HP. Coba buat solusi lain kalo mau protection
5;Jika ada tidak bisa login ataupun aktipasi anda bermasalah, jangan khawatir ikuti langkah2 berikut. 1. ambil korek api sama bensi, lalu bakar kartu ATM Sumsel Babel dengan merata. 2. Patahkan kartu ATM menjadi 2 bagian lalu buang ke tempat sampah. 3. ganti bank Anda dengan nasabah lain.
1;Aktipasi sudah selesai, begitu keluar, minta iD dan password kembali, begitu masuk,iD dan password salah, pada hal aktipasi sudah benar dan ingat, malahan terjadi pemblokiran,GI mana ini malah nambahin pekerjaan ada harus ke autlet terdekat😡😡😡
4;Tolong bos pakai versi lengkap.. Ada juga kotak masuk pemberitahuan nama pemilik yg mengirim uang ke rekening kita
1;gbisa di buka di pad
3;Parah parah parah, gak bisa login. Harus aktivasi ulang, pas aktivasi malah aktivasi tidak tersedia. Hadeeh
1;aplikasi bank paling jelek, minta aktivasi terus, gilo bro
5;Mantulll..
5;Oke
5;Ibarat rumah dengan keamanan berlapis.. dijamin aman dari kejahatan phising
5;Aplikasinya sudah bagus, hanya tinggal sedikit perbaikan.
5;Bsb selalu di hati☺️
5;Sangat membantu
5;BSB Mobile sangat membantu dan banyak fitur fitur baru yang mempermudah transaksi👍
5;Mantap betul
5;Aplikasi yg bener2 sangat mendukung kegiatan bisnis saya , apa2 lebih mudah
5;Aplikasinya sangat membantu dan sangat aman karena untuk transaksi harus memasukan otp sehingga minim resiko dihack orang lain
1;Gk bisa dibuka
5;Aplikasi ini sangat membantu, terutama dalam hal transfer serta isi pulsa...yg pasti top banget....👍👍👍
5;Aplikasinya berguna, dan mudah diaplikasikan
5;Sangat membantu
5;Sangat membantu utk transaksi perbankan
5;Suka bgt , mempermudah saat mau bertransaksi..
5;Sangat membantu memudahkan transaksi
5;142 (Juara) 💪
5;Aplikasi Mempermudah saya dalam melakukan transaksi transfer dan pembayaran 👍
5;Mohon aplikasinya ditingkatkan ke versi yang terbaru. Ganti hp tidak bisa di aktivasi terimakasih
5;Aplikasi yg sangat membantu memudahkan untk transaksi baik di kalangan muda/pun yg sudah ber usia khussusnya sangat simple dan mudah di pahami.di era yg moderen ini.. terimakasih bank Sumsel Babel mobile 👌
5;Mempermudah saya dalam melakukan transaksi transfer dan pembayaran. Karena di era digital sekarang semua pembayaran kebanyakan melalui qris
5;Salah satu bank daerah terbaik.. untuk mobile banking menggunakan QRIS sangat dipermudah, cepat dan aman.. banyak promo yg berlaku tiap tahunnya. Tinggal scan langsung selesai 👍
5;Sangat berguna dalam melakukan transaksi
5;udah banyak update fasilitasnya.. makin kecee🥰
1;selalu nak aktivasi terus dan ujung2 ny teblokir.. tolong di tingkatkan lagi mutu banking
5;Sangat membantu👍👍👍👍👍
5;Memudahkan untuk melakukan transaksi perbankan
5;Aplikasi yang sangat membantu dlam bertransaksi
5;Aplikasinya membantu kebutuhan transaksi
5;Sangat membantu bertransaksi
5;Keren
5;Tidak ribet dan keaman sangat baik..
5;Dengan adanya bsb mobile memudahakn dalam bertransaksi
5;Aplikasi mbanking ini sangat membantu! Antarmuka yang intuitif membuatnya mudah digunakan untuk melakukan transaksi, serta fitur keamanan yang solid memberikan rasa aman dalam mengelola finansial secara online. 1.Keterbatasan fitur dibandingkan dengan MBanking Bank Lainnya 2. Kadang-kadang ada keterlambatan dalam pembaruan saldo atau transaksi yang dapat mengganggu pengalaman pengguna
5;Sangat mudah untuk bertransaksi
5;Apk terbaik, bagus, dan keren
5;Keren
5;Lebih Memudahkan Transaksi Di Luar Jam Operasional Perbankan 👍🏻
5;Sangat Baik
5;BSB BISA
5;sangat membantu 👍 Jaya BSB
5;Aplikasi BSB MOBILE BANKING sudah sangatt baikk dan sangatt membantu ,memudahkan untuk bertransaksi kapan dan dimana saja. Aplikasi bernilai positif 🙏
5;Dengan adanya mobile banking, transaksi jadi lebih mudah tanpa harus ke ATM
1;Setiap login minta aktivasi ulang ujung-ujungnya terblokir padahal tidak ada kesalahan sama sekali dan harus bolak balik ke bank, bukan mempermudah malah mempersulit.
5;Keren, mempermudah transaksi...
3;3 aplikasi bank di hp.. bsb paling ribet.. 2x sudah permasalahan ”aktivasi ulang” apaan laaa.. kalau petugasnya sebelah rumah aja mau 1000x aktivasi ulang gak masalah.. ini jauh woe.. ke lilin dulu..
5;👍
3;Sangat mempermudah dalam pembelian pulsa apalagi ada yg nominal 20.000 👍🏼
1;Aplikasinya ampas tiap buka disuruk aktivasi ulang terus
5;Aplikasi ok banyak pitur chanel pembayaran... Klu bisa untk otp kedepan dihapus saja... Biar lebih mudah
5;bagus dan mempermudah
5;Aplikasi sangat membantu untuk berbagai macam transaksi jadi lebih simple
5;10/10 simple mudah di gunakan, recommended
5;mantap
5;Sangat membantu
1;Password tidak salah tapi disuruh aktivasi ulang ribetttt bgt
5;Aplikasi yang sangat membantu dan bermanfaat, tidak perlu ribet lagi ke atm untuk transaksi yang simple.
1;terlalu banyak bug butuh perbaikan, setiap transaksi pengisian pulsa sering gagal. saya jadi rugi biaya admin -+ sudah 10x transaksi pengisian pulsa gagal, ketika pengembalian saldo hanya nominal pulsa saja tidak beserta biaya admin. aplikasi parah t@i
1;Sering update dan terblokir sendiri akunnya. Tolong perbaiki kualitasnya
5;Aplikasi yang sangat berguna sekali sukses selalu yah
4;Semoga tersedia untuk pembayaran / pembelian Token Listrik PLN
1;Aplikasi gak bagus yg buat gk kreatif. Yakali cuma mau gnty kartu terus d masukin lgi pas buka aplikasiny mnta aktivasi terus kena blokir
2;Salam sehat selalu, Mohon masukan dan bantuannya, apakah ada yg mengalami aplikasi mbanking sumselbabel statusnya di BLOKIR setelah diinstal di HP Androit Samsung S23 Ultra, mohon pencerahannya, salam akal sehat
1;Saya mengisi pulsa keterangannya error sampai 3x pengisian, stelah di cek transaksi ternyata saldo terpotong, mau chat gk ada, jdi chat email callcenter slowrespon TOLONG DONG PERBAIKI SISTEMNYA
5;Sangat memuaskan
5;Bermanfaat untuk transfer2
5;Aplikasi yg sangat membantu dan sangat aman dengan double keamanan...
1;Mobilenya lelet dan sering error, mungkin perlu di ganti developernya, banyak keluhan tentang aplikasi ini
5;Mempermudah transaksi
5;Sangat membantu pekerjaan sehari hari
1;Buruk bnaget udah coba berkali kali mau registrasi tapi kode otp gak masuk2 padahal nomornya masih aktif Gimana sih ribet banget
1;Minta aktivasi terus, yakali mesti ke bank terus :(
5;aplikasi ini sangat membantu saya dalam layanan perbankan.
2;Aplikasi gila, tiap kali buka minta aktivasi terus, sudah diaktivasi jawabannya aktivasi gak tersedia. Sebenarnya aplikasi ini belum layak dipublikasikan menurut saya
5;Sangat membantu dalam transaksi
5;Mempermudah trasaksi dan cek saldo
5;Aplikasinyanyaman di pakai dan pelayannya baik cepat
5;Membantu dan memudahkan dlm bertransaksi, untuk dapat ditingkatkan kembali agar sama dan setara dengan bank himbara, semangat bsb
5;Sangat memudahkan untuk kami yang tinggal jauh dari pusat kota untuk bertransaksi
5;Baik di gunakan😊
5;Aplikasi sangat membantu dalam mengelola keuangan saya
5;Aplikasinya sudah baik, untuk saran lebih baik ditambahkan fitur2 seperti BI-FAST agar lebih mempermudah transaksi ke depan dan lebih murah biayanya untuk transfer melaui Mbking
5;Aplikasinya bagus, memudahkan transaksi dimana saja dan kapan saja.
5;👍👍
5;Aplikasinya bagus. Sy di paksa sama pacar saya komen seperti ini. Dia kerja di bank Sumsel.
5;Bsb mobiel sangat membantu bertransaksi
5;Bisa bertransaksi di mana saja
5;Mantap, terus berkembang bank sumsel babel, sangat membantu aplikasi ini
5;Aplikasi yang memudahkan bertransaksi dimana saja dan sangat aman
5;Mempermudah transaksi di era milenial
5;Layanan digital BSB mobille banking mantap dan sangat membantu saat bertransaksi tdk perlu repot dan susah payah keluar rumah maupun ke mesin atm untuk ber transaksi ringkas dan cepat
