,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
27,3,"Sebenarnya aplikasi sudah bagus untuk sekelas bank daerah Tapi terkadang suka blokir sendiri, minta aktivasi terus","sebenarnya aplikasi sudah bagus untuk sekelas bank daerah tapi terkadang suka blokir sendiri, minta aktivasi terus",sebenarnya aplikasi sudah bagus untuk sekelas bank daerah tapi terkadang suka blokir sendiri  minta aktivasi terus,sebenarnya aplikasi sudah bagus untuk sekelas bank daerah tapi terkadang suka blokir sendiri  minta aktivasi terus,"['sebenarnya', 'aplikasi', 'sudah', 'bagus', 'untuk', 'sekelas', 'bank', 'daerah', 'tapi', 'terkadang', 'suka', 'blokir', 'sendiri', 'minta', 'aktivasi', 'terus']","['sebenarnya', 'aplikasi', '', 'bagus', '', 'sekelas', 'bank', 'daerah', '', 'terkadang', 'suka', 'blokir', 'sendiri', 'minta', 'aktivasi', 'terus']","['benar', 'aplikasi', '', 'bagus', '', 'kelas', 'bank', 'daerah', '', 'terkadang', 'suka', 'blokir', 'sendiri', 'minta', 'aktivasi', 'terus']",benar aplikasi  bagus  kelas bank daerah  terkadang suka blokir sendiri minta aktivasi terus
28,1,Gabisa dibuka karena masalah jaringan teroosss..,gabisa dibuka karena masalah jaringan teroosss..,gabisa dibuka karena masalah jaringan teroosss,gabisa dibuka karena masalah jaringan ,"['gabisa', 'dibuka', 'karena', 'masalah', 'jaringan']","['gabisa', 'dibuka', '', 'masalah', 'jaringan']","['gabisa', 'buka', '', 'masalah', 'jaring']",gabisa buka  masalah jaring
29,1,Aplikasi sampah .. otp lambat keluar tiba tiba ke blokir di jam sore saat besok libur panjang,aplikasi sampah .. otp lambat keluar tiba tiba ke blokir di jam sore saat besok libur panjang,aplikasi sampah    otp lambat keluar tiba tiba ke blokir di jam sore saat besok libur panjang,aplikasi sampah    otp lambat keluar tiba tiba ke blokir di jam sore saat besok libur panjang,"['aplikasi', 'sampah', 'otp', 'lambat', 'keluar', 'tiba', 'tiba', 'ke', 'blokir', 'di', 'jam', 'sore', 'saat', 'besok', 'libur', 'panjang']","['aplikasi', 'sampah', 'otp', 'lambat', 'keluar', 'tiba', 'tiba', '', 'blokir', '', 'jam', 'sore', '', 'besok', 'libur', 'panjang']","['aplikasi', 'sampah', 'otp', 'lambat', 'keluar', 'tiba', 'tiba', '', 'blokir', '', 'jam', 'sore', '', 'besok', 'libur', 'panjang']",aplikasi sampah otp lambat keluar tiba tiba  blokir  jam sore  besok libur panjang
30,2,"MINTA AKTIVASI ULANG KODE SUDAH BNER ,NO REK NO KARTU BENER GA BISA TRBLOKIR","minta aktivasi ulang kode sudah bner ,no rek no kartu bener ga bisa trblokir",minta aktivasi ulang kode sudah bner  no rek no kartu bener ga bisa trblokir,minta aktivasi ulang kode sudah bner  no rek no kartu bener ga bisa trblokir,"['minta', 'aktivasi', 'ulang', 'kode', 'sudah', 'bner', 'no', 'rek', 'no', 'kartu', 'bener', 'ga', 'bisa', 'trblokir']","['minta', 'aktivasi', 'ulang', 'kode', '', 'bner', 'no', 'rek', 'no', 'kartu', 'bener', 'ga', '', 'trblokir']","['minta', 'aktivasi', 'ulang', 'kode', '', 'bner', 'no', 'rek', 'no', 'kartu', 'bener', 'ga', '', 'trblokir']",minta aktivasi ulang kode  bner nomor rek nomor kartu bener tidak  trblokir
31,1,"cardles tidak bisa, tranfers ke bank lain sering gagal, aplikasi tidak responsif, akun tiba-tiba diblokir. Tolong pelayanannya diperbaiki.","cardles tidak bisa, tranfers ke bank lain sering gagal, aplikasi tidak responsif, akun tiba-tiba diblokir. tolong pelayanannya diperbaiki.",cardles tidak bisa  tranfers ke bank lain sering gagal  aplikasi tidak responsif  akun tiba tiba diblokir  tolong pelayanannya diperbaiki,cardles tidak bisa  tranfers ke bank lain sering gagal  aplikasi tidak responsif  akun tiba tiba diblokir  tolong pelayanannya diperbaiki,"['cardles', 'tidak', 'bisa', 'tranfers', 'ke', 'bank', 'lain', 'sering', 'gagal', 'aplikasi', 'tidak', 'responsif', 'akun', 'tiba', 'tiba', 'diblokir', 'tolong', 'pelayanannya', 'diperbaiki']","['cardles', '', '', 'tranfers', '', 'bank', '', 'sering', 'gagal', 'aplikasi', '', 'responsif', 'akun', 'tiba', 'tiba', 'diblokir', '', 'pelayanannya', 'diperbaiki']","['cardles', '', '', 'tranfers', '', 'bank', '', 'sering', 'gagal', 'aplikasi', '', 'responsif', 'akun', 'tiba', 'tiba', 'blokir', '', 'layan', 'baik']",cardles   tranfers  bank  sering gagal aplikasi  responsif akun tiba tiba blokir  layan baik
32,2,"Setiap kali mau login was-was takutnya terblokir, gimana nggak soalnya di tempat saya koneksi nggak selalu bagus. Cobalah perbaiki kalo pas login susah masuk janganlah diblokir, kanrepot mau ke bank buat buka blokir","setiap kali mau login was-was takutnya terblokir, gimana nggak soalnya di tempat saya koneksi nggak selalu bagus. cobalah perbaiki kalo pas login susah masuk janganlah diblokir, kanrepot mau ke bank buat buka blokir",setiap kali mau login was was takutnya terblokir  gimana nggak soalnya di tempat saya koneksi nggak selalu bagus  cobalah perbaiki kalo pas login susah masuk janganlah diblokir  kanrepot mau ke bank buat buka blokir,setiap kali mau login was was takutnya terblokir  gimana nggak soalnya di tempat saya koneksi nggak selalu bagus  cobalah perbaiki kalo pas login susah masuk janganlah diblokir  kanrepot mau ke bank buat buka blokir,"['setiap', 'kali', 'mau', 'login', 'was', 'was', 'takutnya', 'terblokir', 'gimana', 'nggak', 'soalnya', 'di', 'tempat', 'saya', 'koneksi', 'nggak', 'selalu', 'bagus', 'cobalah', 'perbaiki', 'kalo', 'pas', 'login', 'susah', 'masuk', 'janganlah', 'diblokir', 'kanrepot', 'mau', 'ke', 'bank', 'buat', 'buka', 'blokir']","['', 'kali', 'mau', 'login', 'was', 'was', 'takutnya', 'terblokir', 'gimana', '', 'soalnya', '', 'tempat', '', 'koneksi', '', 'selalu', 'bagus', 'cobalah', 'perbaiki', 'kalo', 'pas', 'login', 'susah', 'masuk', 'janganlah', 'diblokir', 'kanrepot', 'mau', '', 'bank', 'buat', 'buka', 'blokir']","['', 'kali', 'mau', 'login', 'was', 'was', 'takut', 'blokir', 'gimana', '', 'soal', '', 'tempat', '', 'koneksi', '', 'selalu', 'bagus', 'coba', 'baik', 'kalo', 'pas', 'login', 'susah', 'masuk', 'jangan', 'blokir', 'kanrepot', 'mau', '', 'bank', 'buat', 'buka', 'blokir']", kali mau login wa wa takut blokir gimana  soal  tempat  koneksi  selalu bagus coba baik kalo pa login susah masuk jangan blokir kanrepot mau  bank buat buka blokir
33,4,Baik dan sangat membantu dalam pemanfaatannya,baik dan sangat membantu dalam pemanfaatannya,baik dan sangat membantu dalam pemanfaatannya,baik dan sangat membantu dalam pemanfaatannya,"['baik', 'dan', 'sangat', 'membantu', 'dalam', 'pemanfaatannya']","['baik', '', 'sangat', 'membantu', '', 'pemanfaatannya']","['baik', '', 'sangat', 'bantu', '', 'manfaat']",baik  sangat bantu  manfaat
34,1,"Aplikasi tidak jelas dikit gangguan, error, minimal ada updatelah untuk aplikasi ini!!","aplikasi tidak jelas dikit gangguan, error, minimal ada updatelah untuk aplikasi ini!!",aplikasi tidak jelas dikit gangguan  error  minimal ada updatelah untuk aplikasi ini,aplikasi tidak jelas dikit gangguan  error  minimal ada updatelah untuk aplikasi ini,"['aplikasi', 'tidak', 'jelas', 'dikit', 'gangguan', 'error', 'minimal', 'ada', 'updatelah', 'untuk', 'aplikasi', 'ini']","['aplikasi', '', 'jelas', 'dikit', 'gangguan', 'error', 'minimal', '', 'updatelah', '', 'aplikasi', '']","['aplikasi', '', 'jelas', 'dikit', 'ganggu', 'error', 'minimal', '', 'updatelah', '', 'aplikasi', '']",aplikasi  jelas dikit ganggu error minimal  updatelah  aplikasi 
35,5,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
36,2,Mau tf ribet bgt hahha,mau tf ribet bgt hahha,mau tf ribet bgt hahha,mau tf ribet bgt hahha,"['mau', 'tf', 'ribet', 'bgt', 'hahha']","['mau', 'tf', 'ribet', 'bgt', 'hahha']","['mau', 'tf', 'ribet', 'bgt', 'hahha']",mau transfer ribet banget hahha
37,5,Mantep sih yang versi sekarang,mantep sih yang versi sekarang,mantep sih yang versi sekarang,mantep sih yang versi sekarang,"['mantep', 'sih', 'yang', 'versi', 'sekarang']","['mantep', 'sih', '', 'versi', 'sekarang']","['mantep', 'sih', '', 'versi', 'sekarang']",mantep sih  versi sekarang
38,5,"Aplikasiny mudah di mengerti, simpel dan praktis","aplikasiny mudah di mengerti, simpel dan praktis",aplikasiny mudah di mengerti  simpel dan praktis,aplikasiny mudah di mengerti  simpel dan praktis,"['aplikasiny', 'mudah', 'di', 'mengerti', 'simpel', 'dan', 'praktis']","['aplikasiny', 'mudah', '', 'mengerti', 'simpel', '', 'praktis']","['aplikasiny', 'mudah', '', 'erti', 'simpel', '', 'praktis']",aplikasiny mudah  erti simpel  praktis
39,5,Mobile Banking Terbaik,mobile banking terbaik,mobile banking terbaik,mobile banking terbaik,"['mobile', 'banking', 'terbaik']","['mobile', 'banking', 'terbaik']","['mobile', 'banking', 'baik']",mobile banking baik
40,1,"Mohon diperbaiki, masa karna melepaskan kartu sim card d hp dan d pasang lagi ,bangking ny minta aktivasi ulang dan ke blokir , cape bolak balik bank ...","mohon diperbaiki, masa karna melepaskan kartu sim card d hp dan d pasang lagi ,bangking ny minta aktivasi ulang dan ke blokir , cape bolak balik bank ...",mohon diperbaiki  masa karna melepaskan kartu sim card   hp dan   pasang lagi  bangking ny minta aktivasi ulang dan ke blokir   cape bolak balik bank,mohon diperbaiki  masa karna melepaskan kartu sim card   hp dan   pasang lagi  bangking ny minta aktivasi ulang dan ke blokir   cape bolak balik bank,"['mohon', 'diperbaiki', 'masa', 'karna', 'melepaskan', 'kartu', 'sim', 'card', 'hp', 'dan', 'pasang', 'lagi', 'bangking', 'ny', 'minta', 'aktivasi', 'ulang', 'dan', 'ke', 'blokir', 'cape', 'bolak', 'balik', 'bank']","['mohon', 'diperbaiki', 'masa', 'karna', 'melepaskan', 'kartu', 'sim', 'card', 'hp', '', 'pasang', '', 'bangking', 'ny', 'minta', 'aktivasi', 'ulang', '', '', 'blokir', 'cape', 'bolak', 'balik', 'bank']","['mohon', 'baik', 'masa', 'karna', 'lepas', 'kartu', 'sim', 'card', 'hp', '', 'pasang', '', 'bangking', 'ny', 'minta', 'aktivasi', 'ulang', '', '', 'blokir', 'cape', 'bolak', 'balik', 'bank']",mohon baik masa karna lepas kartu sim card hp  pasang  bangking ny minta aktivasi ulang   blokir cape bolak balik bank
41,1,"Setelah membenahi di bank sumsel babel aplikasi bisa dibuka, tp setelah bbrpa hari gak dibuka minta aktivasi ulang tp alhasil perangkat tidak dikenali padahal masih di hp dan nomor yang sama. Tolong untuk pengembang aplikasi. Bug yg sperti itu dikurang²i.. Jelas ini merugikan kami yg jauh akses dr bank. Dan akun terblokir saat ini.. Kami mhon diperbaiki. Tks. 🙏🙏","setelah membenahi di bank sumsel babel aplikasi bisa dibuka, tp setelah bbrpa hari gak dibuka minta aktivasi ulang tp alhasil perangkat tidak dikenali padahal masih di hp dan nomor yang sama. tolong untuk pengembang aplikasi. bug yg sperti itu dikurang²i.. jelas ini merugikan kami yg jauh akses dr bank. dan akun terblokir saat ini.. kami mhon diperbaiki. tks. 🙏🙏",setelah membenahi di bank sumsel babel aplikasi bisa dibuka  tp setelah bbrpa hari gak dibuka minta aktivasi ulang tp alhasil perangkat tidak dikenali padahal masih di hp dan nomor yang sama  tolong untuk pengembang aplikasi  bug yg sperti itu dikurang     jelas ini merugikan kami yg jauh akses dr bank  dan akun terblokir saat ini   kami mhon diperbaiki  tks,setelah membenahi di bank sumsel babel aplikasi bisa dibuka  tp setelah bbrpa hari gak dibuka minta aktivasi ulang tp alhasil perangkat tidak dikenali padahal masih di hp dan nomor yang sama  tolong untuk pengembang aplikasi  bug yg sperti itu dikurang     jelas ini merugikan kami yg jauh akses dr bank  dan akun terblokir saat ini   kami mhon diperbaiki  tks,"['setelah', 'membenahi', 'di', 'bank', 'sumsel', 'babel', 'aplikasi', 'bisa', 'dibuka', 'tp', 'setelah', 'bbrpa', 'hari', 'gak', 'dibuka', 'minta', 'aktivasi', 'ulang', 'tp', 'alhasil', 'perangkat', 'tidak', 'dikenali', 'padahal', 'masih', 'di', 'hp', 'dan', 'nomor', 'yang', 'sama', 'tolong', 'untuk', 'pengembang', 'aplikasi', 'bug', 'yg', 'sperti', 'itu', 'dikurang', 'jelas', 'ini', 'merugikan', 'kami', 'yg', 'jauh', 'akses', 'dr', 'bank', 'dan', 'akun', 'terblokir', 'saat', 'ini', 'kami', 'mhon', 'diperbaiki', 'tks']","['', 'membenahi', '', 'bank', 'sumsel', 'babel', 'aplikasi', '', 'dibuka', 'tp', '', 'bbrpa', 'hari', 'gak', 'dibuka', 'minta', 'aktivasi', 'ulang', 'tp', 'alhasil', 'perangkat', '', 'dikenali', 'padahal', '', '', 'hp', '', 'nomor', '', 'sama', '', '', 'pengembang', 'aplikasi', 'bug', 'yg', 'sperti', '', 'dikurang', 'jelas', '', 'merugikan', '', 'yg', 'jauh', 'akses', 'dr', 'bank', '', 'akun', 'terblokir', '', '', '', 'mhon', 'diperbaiki', 'tks']","['', 'benah', '', 'bank', 'sumsel', 'babel', 'aplikasi', '', 'buka', 'tp', '', 'bbrpa', 'hari', 'gak', 'buka', 'minta', 'aktivasi', 'ulang', 'tp', 'alhasil', 'perangkat', '', 'nali', 'padahal', '', '', 'hp', '', 'nomor', '', 'sama', '', '', 'kembang', 'aplikasi', 'bug', 'yg', 'sperti', '', 'kurang', 'jelas', '', 'rugi', '', 'yg', 'jauh', 'akses', 'dr', 'bank', '', 'akun', 'blokir', '', '', '', 'mhon', 'baik', 'tks']", benah  bank sumsel babel aplikasi  buka tapi  bbrpa hari gak buka minta aktivasi ulang tapi alhasil perangkat  nali padahal   hp  nomor  sama   kembang aplikasi bug yang sperti  kurang jelas  rugi  yang jauh ak dari bank  akun blokir    mhon baik tks
42,1,Mau nelpon call centernya susah banget ya?? Pulsa udah habis puluhan ribu tp gak masuk2. Dan aplikasinya juga sering eror.,mau nelpon call centernya susah banget ya?? pulsa udah habis puluhan ribu tp gak masuk2. dan aplikasinya juga sering eror.,mau nelpon call centernya susah banget ya   pulsa udah habis puluhan ribu tp gak masuk   dan aplikasinya juga sering eror,mau nelpon call centernya susah banget ya   pulsa udah habis puluhan ribu tp gak masuk   dan aplikasinya juga sering eror,"['mau', 'nelpon', 'call', 'centernya', 'susah', 'banget', 'ya', 'pulsa', 'udah', 'habis', 'puluhan', 'ribu', 'tp', 'gak', 'masuk', 'dan', 'aplikasinya', 'juga', 'sering', 'eror']","['mau', 'nelpon', 'call', 'centernya', 'susah', 'banget', '', 'pulsa', 'udah', 'habis', 'puluhan', 'ribu', 'tp', 'gak', 'masuk', '', 'aplikasinya', '', 'sering', 'eror']","['mau', 'nelpon', 'call', 'centernya', 'susah', 'banget', '', 'pulsa', 'udah', 'habis', 'puluh', 'ribu', 'tp', 'gak', 'masuk', '', 'aplikasi', '', 'sering', 'eror']",mau nelpon call centernya susah banget  pulsa udah habis puluh ribu tapi gak masuk  aplikasi  sering eror
43,5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
44,5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
45,5,"Aplikasinya keren, dan mudah digunakan 👍","aplikasinya keren, dan mudah digunakan 👍",aplikasinya keren  dan mudah digunakan,aplikasinya keren  dan mudah digunakan,"['aplikasinya', 'keren', 'dan', 'mudah', 'digunakan']","['aplikasinya', 'keren', '', 'mudah', 'digunakan']","['aplikasi', 'keren', '', 'mudah', 'guna']",aplikasi keren  mudah guna
46,5,"Semakin hari semakin baik, ada perkembangan dari setiap update","semakin hari semakin baik, ada perkembangan dari setiap update",semakin hari semakin baik  ada perkembangan dari setiap update,semakin hari semakin baik  ada perkembangan dari setiap update,"['semakin', 'hari', 'semakin', 'baik', 'ada', 'perkembangan', 'dari', 'setiap', 'update']","['semakin', 'hari', 'semakin', 'baik', '', 'perkembangan', '', '', 'update']","['makin', 'hari', 'makin', 'baik', '', 'kembang', '', '', 'update']",makin hari makin baik  kembang   update
47,5,Aplikasi yg sangat membantu sekali,aplikasi yg sangat membantu sekali,aplikasi yg sangat membantu sekali,aplikasi yg sangat membantu sekali,"['aplikasi', 'yg', 'sangat', 'membantu', 'sekali']","['aplikasi', 'yg', 'sangat', 'membantu', 'sekali']","['aplikasi', 'yg', 'sangat', 'bantu', 'sekali']",aplikasi yang sangat bantu sekali
48,5,Aplikasi bagus dan berguna,aplikasi bagus dan berguna,aplikasi bagus dan berguna,aplikasi bagus dan berguna,"['aplikasi', 'bagus', 'dan', 'berguna']","['aplikasi', 'bagus', '', 'berguna']","['aplikasi', 'bagus', '', 'guna']",aplikasi bagus  guna
49,1,"Sudah saya input rekeningnya di m-banking dan sudah benar, pas ngirim rekeningnya ga terdaftar...? Dan saya mohon udh hampir mau 3 bulan kartu atm saya kadaluarsa. Dan juga transfer gagal malah duitnya ga balik ke rekening. Bisa ga sih pemerintah ga usah pakai bank daerah. Repotin aja. Ga bermutu juga.","sudah saya input rekeningnya di m-banking dan sudah benar, pas ngirim rekeningnya ga terdaftar...? dan saya mohon udh hampir mau 3 bulan kartu atm saya kadaluarsa. dan juga transfer gagal malah duitnya ga balik ke rekening. bisa ga sih pemerintah ga usah pakai bank daerah. repotin aja. ga bermutu juga.",sudah saya input rekeningnya di   banking dan sudah benar  pas ngirim rekeningnya ga terdaftar     dan saya mohon udh hampir mau   bulan kartu atm saya kadaluarsa  dan juga transfer gagal malah duitnya ga balik ke rekening  bisa ga sih pemerintah ga usah pakai bank daerah  repotin aja  ga bermutu juga,sudah saya input rekeningnya di   banking dan sudah benar  pas ngirim rekeningnya ga terdaftar     dan saya mohon udh hampir mau   bulan kartu atm saya kadaluarsa  dan juga transfer gagal malah duitnya ga balik ke rekening  bisa ga sih pemerintah ga usah pakai bank daerah  repotin aja  ga bermutu juga,"['sudah', 'saya', 'input', 'rekeningnya', 'di', 'banking', 'dan', 'sudah', 'benar', 'pas', 'ngirim', 'rekeningnya', 'ga', 'terdaftar', 'dan', 'saya', 'mohon', 'udh', 'hampir', 'mau', 'bulan', 'kartu', 'atm', 'saya', 'kadaluarsa', 'dan', 'juga', 'transfer', 'gagal', 'malah', 'duitnya', 'ga', 'balik', 'ke', 'rekening', 'bisa', 'ga', 'sih', 'pemerintah', 'ga', 'usah', 'pakai', 'bank', 'daerah', 'repotin', 'aja', 'ga', 'bermutu', 'juga']","['', '', 'input', 'rekeningnya', '', 'banking', '', '', 'benar', 'pas', 'ngirim', 'rekeningnya', 'ga', 'terdaftar', '', '', 'mohon', 'udh', 'hampir', 'mau', 'bulan', 'kartu', 'atm', '', 'kadaluarsa', '', '', 'transfer', 'gagal', 'malah', 'duitnya', 'ga', 'balik', '', 'rekening', '', 'ga', 'sih', 'pemerintah', 'ga', 'usah', 'pakai', 'bank', 'daerah', 'repotin', 'aja', 'ga', 'bermutu', '']","['', '', 'input', 'rekening', '', 'banking', '', '', 'benar', 'pas', 'ngirim', 'rekening', 'ga', 'daftar', '', '', 'mohon', 'udh', 'hampir', 'mau', 'bulan', 'kartu', 'atm', '', 'kadaluarsa', '', '', 'transfer', 'gagal', 'malah', 'duit', 'ga', 'balik', '', 'rekening', '', 'ga', 'sih', 'perintah', 'ga', 'usah', 'pakai', 'bank', 'daerah', 'repotin', 'aja', 'ga', 'mutu', '']",  input rekening  banking   benar pa ngirim rekening tidak daftar   mohon sudah hampir mau bulan kartu atm  kadaluarsa   transfer gagal malah duit tidak balik  rekening  tidak sih perintah tidak usah pakai bank daerah repotin aja tidak mutu 
50,5,Aplikasi berkerja dengan baik.,aplikasi berkerja dengan baik.,aplikasi berkerja dengan baik,aplikasi berkerja dengan baik,"['aplikasi', 'berkerja', 'dengan', 'baik']","['aplikasi', 'berkerja', '', 'baik']","['aplikasi', 'kerja', '', 'baik']",aplikasi kerja  baik
51,2,gimana ini sebelum perbaruan appnya baik2 saja setelah perbaruan kok ndak bisa masuk app katanya koneksi internet gangguan atau apa. pakai mbangking bukannya memudahkan malah makin ribet mana jauh pula sama bank.. masa tiap berapa bulan harus ke bank buat benerin mbangkingnya aja. tolong lah permudah kami yg rumahnya di pelosok ini,gimana ini sebelum perbaruan appnya baik2 saja setelah perbaruan kok ndak bisa masuk app katanya koneksi internet gangguan atau apa. pakai mbangking bukannya memudahkan malah makin ribet mana jauh pula sama bank.. masa tiap berapa bulan harus ke bank buat benerin mbangkingnya aja. tolong lah permudah kami yg rumahnya di pelosok ini,gimana ini sebelum perbaruan appnya baik  saja setelah perbaruan kok ndak bisa masuk app katanya koneksi internet gangguan atau apa  pakai mbangking bukannya memudahkan malah makin ribet mana jauh pula sama bank   masa tiap berapa bulan harus ke bank buat benerin mbangkingnya aja  tolong lah permudah kami yg rumahnya di pelosok ini,gimana ini sebelum perbaruan appnya baik  saja setelah perbaruan kok ndak bisa masuk app katanya koneksi internet gangguan atau apa  pakai mbangking bukannya memudahkan malah makin ribet mana jauh pula sama bank   masa tiap berapa bulan harus ke bank buat benerin mbangkingnya aja  tolong lah permudah kami yg rumahnya di pelosok ini,"['gimana', 'ini', 'sebelum', 'perbaruan', 'appnya', 'baik', 'saja', 'setelah', 'perbaruan', 'kok', 'ndak', 'bisa', 'masuk', 'app', 'katanya', 'koneksi', 'internet', 'gangguan', 'atau', 'apa', 'pakai', 'mbangking', 'bukannya', 'memudahkan', 'malah', 'makin', 'ribet', 'mana', 'jauh', 'pula', 'sama', 'bank', 'masa', 'tiap', 'berapa', 'bulan', 'harus', 'ke', 'bank', 'buat', 'benerin', 'mbangkingnya', 'aja', 'tolong', 'lah', 'permudah', 'kami', 'yg', 'rumahnya', 'di', 'pelosok', 'ini']","['gimana', '', '', 'perbaruan', 'appnya', 'baik', '', '', 'perbaruan', 'kok', 'ndak', '', 'masuk', 'app', 'katanya', 'koneksi', 'internet', 'gangguan', '', 'apa', 'pakai', 'mbangking', 'bukannya', 'memudahkan', 'malah', 'makin', 'ribet', 'mana', 'jauh', '', 'sama', 'bank', 'masa', 'tiap', 'berapa', 'bulan', '', '', 'bank', 'buat', 'benerin', 'mbangkingnya', 'aja', '', 'lah', 'permudah', '', 'yg', 'rumahnya', '', 'pelosok', '']","['gimana', '', '', 'baru', 'appnya', 'baik', '', '', 'baru', 'kok', 'ndak', '', 'masuk', 'app', 'kata', 'koneksi', 'internet', 'ganggu', '', 'apa', 'pakai', 'mbangking', 'bukan', 'mudah', 'malah', 'makin', 'ribet', 'mana', 'jauh', '', 'sama', 'bank', 'masa', 'tiap', 'berapa', 'bulan', '', '', 'bank', 'buat', 'benerin', 'mbangkingnya', 'aja', '', 'lah', 'mudah', '', 'yg', 'rumah', '', 'pelosok', '']",gimana   baru appnya baik   baru kok ndak  masuk app kata koneksi internet ganggu  apa pakai mbangking bukan mudah malah makin ribet mana jauh  sama bank masa tiap berapa bulan   bank buat benerin mbangkingnya aja  lah mudah  yang rumah  pelosok 
