;text;cluster;score
1878;udah uang tinggal tidak sekarang sampe saldo rb pakai paham pa ny malah lebih kan jt jgn jelas jadi hampir duit cek bulan bos blm bca bank aplikasi;3;1
1879;ulang transfer tiap sumsel sini salah rekening paksa pakai otp masuk lewat langsung kode kali hari gaji blokir bayar bank antar aktivasi;3;1
1880;tidak rugi pulsa masuk guna gitu biasa beli;3;1
1881;sangat kecewa aplikasi;0;1
1882;tabung biasa;3;2
1883;listrik lebih kalau daerah cuma cukup bayar bank baik;3;5
1884;tidak jalan aplikasi;0;2
1885;transfer terus nak lgi gak gagal eror cek bank antar;3;2
1886;mantap;1;1
1887;udah sering sendiri pa minggu malah lupa logout login kata id gabisa blokir akun;3;1
1888;waktu token tambah semua sekali sangat rekening online mohon listrik isi era bayar bantu;3;4
1889;yang ulang top sumsel solusi sim sayang paket nomor masalah keren kembang kartu hp data daftar butuh biar best android aktivasi;3;5
1890;urus transfer susah sampah saldo potong mudah malah kalau gagal bukan bank aplikasi aja;3;1
1891;nyaman;3;5
1892;terus sering sendiri offline keluar kalau guna blm bantu banget;3;1
1893;uang tuju tidak terima terang tempat tapi soal saldo qris potong laku kurang kasi kali jg gagal bayar baru aplikasi;3;1
1894;waktu uang tulis transfer tetap telpon saldo potong payah pa mana make kerja kembali hari gagal csnya banget aplikasi;0;1
1895;yang update terus sumsel server sering sendiri selesai rugi nya nasabah menu lot keluh jaring itnya ganggu eror belah bank babel atm aplikasi;3;1
1896;ngak install;3;3
1897;good;1;5
1898;yang ulang transfer sudah silah semua selalu segala satu sandi saldo respon minggu mau masuk login laku kata kasih ingat hambat cek bsb bintang bayar aplikasi aktifasi;3;1
1899;yang uang saldo pake kirim kembali jadi gagal cek barusan aplikasi ambil;3;1
1900;yang uang transper tapi tanya sumsel sih rek payah mau masuk jumlah gimna dana cuma besar bank babel aplikasi ambil;0;2
1901;terus pulsa ngisi lebih gagal banking;3;1
1902;sistem selalu padahal mohon minta mau masuk masalah login layan koneksi jaring internet ingat gak cek bsb baik akhir;3;1
1903;terus sumsel sistem ny mobile lama kalau hari eror buka banking bank baik;3;1
1904;mudah kalau jelek hapus bagus;1;2
1905;transaksi terima sumselbabel sangat perlu otp mobile layan lambat kode hari bank;1;1
1906;sedikit lot;3;3
1907;tingkat sering payah mohon ganggu;3;1
1908;skrng sampe pagi kenapa gua error banking;3;1
1909;pihak mutasi lgi lebih kok kait guna gak dong cek biar baru aplikasi apknya;0;2
1910;terus server semua ribet nih masa jadi gara error baik awal apa;3;1
1911;saldo padahal pa nian nak mintak masuk la koneksi ini dulu dak cek bagus aplikasi;3;5
1912;tidak mutu jelek aplikasi;0;1
1913;aktifasi;3;1
1914;terus terlalu tagih selalu sedikit mau kalau fitur buka;3;1
1915;sangat bantu;1;5
1916;otp kode donk;3;5
1917;baik;2;5
1918;wallet top tidak sama payah mau maju lah kerja kena hadeh gimana biar admin;3;1
1919;ulang terang susah sih selalu mau malam login la hari gimna banget aplikasi apa aktivitas aja;0;1
1920;transaksi tampil riwayat banyak;3;5
1921;yaa udah tidak terus tarik tanggal sumsel sistem saldo ribu pertama pegawai padahal pa memang masa lanjut kena kemaren kantor kan kalian kali jadi ini gak eh dong bulan buat bobrok beres bank awal akhir aja;3;1
1922;mohon maaf hapus;3;5
1923;temu slalu server rek pihak nomor mohon masuk kata data bsb benar baik;3;2
1924;yah transaksi token tidak sulit padahal mbanking mau listrik kok kalau isi dong csnya baik aplikasi;0;1
1925;;3;
1926;ujung transfer ribet ngurus mau kalo error biaya banyak aja admin;3;1
1927;buka aplikasi;0;1
1928;pernah padahal ny login hapus bsb akun;3;3
1929;login kok gak banget aneh;3;1
1930;terus eror banget aplikasi;0;1
1931;kapan;3;5
1932;;3;
1933;masalah banyak;3;5
1934;jelek;3;2
1935;update transfer tidak terus semenjak error;3;2
1936;mantap;1;5
1937;uang tidak telpon tanya sistem saldo nasabah mau masalah kirim jelas enggak cukup bsb blokir belum apa angkat akun;3;1
1938;susah;3;1
1939;terima sangat nama kasih bantu atas aplikasi;1;5
1940;ulang sih mulu minta apa aktivasi;3;1
1941;tidak terus mudah minta login emosi bukan buat bikin aplikasi apa aktivasi;0;1
1942;keren;3;5
1943;mudah lancar aman;1;5
1944;transfer ribet rekening lengkap lelet fitur bsb biaya;3;1
1945;good;1;5
1946;kurang coba cek betul bca babel aplikasi;0;1
1947;;3;
1948;terlalu sering cuma;3;5
1949;sy sekali bantu;1;5
1950;baik;2;5
1951;sering ngak guna ganggu;3;2
1952;mobile hapus gak deh aja;3;1
1953;lancar;3;5
1954;mantap;1;5
1955;sangat bantu;1;5
1956;aman;3;4
1957;transaksi sumselbabel sangat mobile dlm dengan bantu bank ada;1;5
1958;transaksi servernya sering payah offline kalau jadi ganggu;3;1
1959;sangat bantu;1;5
1960;urus uang tuju transper tapi sangat saldo rekening potong nunggu ngak masuk lalu kecewa bulan baru bank;3;2
1961;mantul;3;5
1962;sekali bantu;1;5
1963;update transfer top saldo riwayat rekening ny masa liat lagi gitu fiturnya fitur dong doang buat biar banking aplikasi apa;3;1
1964;mantap;1;5
1965;sumsel sama kok kena;3;1
1966;update susah;3;2
1967;yang sangat langsung jadi bintang bantu aplikasi;1;5
1968;transaksi rumah mudah jauh atm;1;5
1969;sangat informasi beri bantu apa;1;4
1970;sangat mudah bagus;1;5
1971;mantap;1;5
1972;bantu;1;5
1973;sangat bagus;1;5
1974;transfer kembang kalau biar aplikasi;0;3
1975;rumah mudah lebih aja;3;5
1976;transfer parah gak;3;1
1977;baik;2;5
1978;sumsel rekening masuk kartu babel;3;1
1979;tiba sumsel pihak lah gimana blokir akun;3;1
1980;utama transfer saldo riwayat perlu mobile masa lihat kredit kembang debit cm bayar aplikasi;3;1
1981;terus lambat aktivasi;3;1
1982;;3;
1983;voucher transaksi terang sekali rugi pulsa nominal masuk laku kurang jumlah gagal beli bagaimana atm;3;2
1984;yang walaupun update transfer tidak terang sinyal payah parah ny mohon mau lh lelet dengan bsa bnyk bener bank bagus aplikasi admin;3;1
1985;transfer transaksi tidak saldo riwayat potong cek;3;1
1986;sangat bantu bagus aplikasi;1;5
1987;mantap;1;5
1988;transfer tiba sumsel sering sendiri pin padahal mobile mau kena keluar ganti blokir bank babel;3;1
1989;bagus;1;5
1990;saldo pulsa ku jelas isi ilang;3;1
1991;ulang suruh mohon malah login laku bantu aktivitas;3;1
1992;sumsel mudah guna bank babel aplikasi;0;5
1993;suka;3;5
1994;tapi tambah sama percuma mohon guna bayar baik;3;1
1995;simple perlu penting mudah mobile banking;3;3
1996;yang tutup tindak sy sumsel sudah siap sering semua punya minggu masalah lebih lapor lanjut lalu kolom keluh kalau jadi hari error beres bank baik aplikasi antri aktivasi aj admin;3;1
1997;uang tutup sumselbabel saldo rekening potong ngak narik make keluar bank;3;1
1998;tdak;3;1
1999;uang tapi donk bbrp baik aplikasi aj;3;1
2000;baik;2;5
2001;usah tidak tiba tau ribet rek pa orang nomor nama krn gagal dri download cek buat bikin aplikasi;3;1
2002;ulang transfer terimakasih sumselbabel selalu sekarang sama mau login laku kali harus gagal beda bank atau aktivasi admin;3;2
2003;sukses parah login gimana gak aplikasi aktivasi;0;1
2004;ujung transfer terang sedang nya moga gagal buat blokir baik aplikasi akun;2;1
2005;min aktivasi;3;1
2006;ribet muas mantab hasil good cepat bsb baik abis;3;5
2007;transfer temu sih salah rek punya nomor nih kok gak eror buat bingung baik aplikasi;3;2
2008;transfer sih mulu kemaren jangan gin gimana eror dong aplikasi;0;1
2009;transfer tidak terang temu eror;3;1
2010;tidak;3;1
2011;mantap;1;5
2012;terus keluar jelek aplikasi;0;1
2013;update tambah sumsel silah sih salah pulsa parah padahal otp mbanking mau malah lebih kode kantor jelek isi ini hubung enak dekat bukan buka blokir bilang bgus benar bank apknya akun;3;1
2014;semua mau luar lengkap kok daftar bank;3;1
2015;sih sering parah paling mbanking ganggu error app;3;1
2016;sering sama lengkap kurang gak bayar aktivasi;3;2
2017;login gak dengan aplikasi apa;0;1
2018;terus nih masuk keluar gak;3;1
2019;saldo cek blokir akun;3;3
2020;susah padahal login iya aktivasi;3;1
2021;transaksi tidak rumah perlu mudah keluar dlm;3;5
2022;tau sumsel sudah nomor mobile mau kasi jdi gmna dong cepat bikin bank atm ada;3;5
2023;mantap;1;5
2024;baik;2;5
2025;tindak terima sekian saldo pulsa mohon min lanjut lalu kasih beli aplikasi;3;1
2026;transaksi menu guna friendly error buat;3;1
2027;untuk token mudah moga listrik lebih biar beli;3;4
2028;top menu makin donk biar;3;3
2029;ujung transaksi server sedang pa jelek jelas error coba blokir baik akun;3;1
2030;sumselbabel selalu saldo respon pulsa potong mbanking masuk lalu kirim jelas isi hubung gagal email;3;1
2031;mantap banget;1;5
2032;;3;5
2033;uang transaksi terus sama saldo mobile masuk hilang gagal beda bangking;3;1
2034;good;1;5
2035;tuju temu sini kuota jdi instal data aktivasi;3;1
2036;sekarang sampe mbankingnya masuk gak fungsi bulan apa;3;1
2037;mantap;1;5
2038;baik apknya;2;1
2039;eror;3;1
2040;uang tunggu transfer tingkat sangat saldo potong pernah minggu masuk lebih lapor hampir butuh baik;3;4
2041;yang transaksi tidak skrg sering lambat laku dpt ak;3;1
2042;update transfer transaksi terus suka saran ngak mobile minta mending masalah malam login kantor kalau jam harus hapus dasar cek baik aplikasi aktivasi ak aja;0;1
2043;bagus;1;3
2044;update tidak terus suruh login aktivasi;3;1
2045;transfer mau kok;3;1
2046;oke;3;5
2047;;3;
2048;waktu si salah punya pindah pin pihak pertama pernah pegawai orang minta gimana dekat daerah buat blokir bilang bank aktifasi;3;1
2049;aplikasi;0;1
2050;lumayan;3;4
2051;tapi saldo pulsa potong gagal beli;3;5
2052;update tidak malah log;3;1
2053;butuh;3;5
2054;uninstal ulang terus saran login lalu lagi download aplikasi aktivasi;0;5
2055;;3;
2056;update uda tidak pulsa mulu mau eror bsa beli;3;1
2057;good;1;5
2058;gak aktivasi;3;1
2059;yaa login kok gak;3;1
2060;terus aktivasi;3;1
2061;yang uninstal ulang transaksi tim tidak terus tapi tanggap sy sudah sering sekali satu saldo riwayat pulsa potong pdhl offline masuk malah liat layan komplain kenapa kemaren kali kalau jelek itnya gmn force dulu diupdate close bsb beli bbrp baru aplikasi aktivasi;3;2
2062;tlg terus simple paling mudah mau malah lah guna eror emosi bank aplikasi;0;1
2063;yang update ulas ulang tpi tidak tetap sangat sampe sama salah pikir nyata masalah login lgi ku keluh kali jelek ini donk dengan buka banyak ayo aplikasi apa akun aku aktivasi akhir admin;3;1
2064;transfer tidak terus tabung sih sama pake ny narik mau masa link kota kartu kali jg jelas jauh iya ini hr eror emang duit dari buku bsb bank banget atm aplikasi apa aneh;3;1
2065;sudah sm minta gmn dpt cara baru banking aktivasinya aktivasi;3;2
2066;tapi suruh pacak login dak dah aktivasi;3;1
2067;wa untuk tuju transfer saldo repot rek potong nomor masalah lengkap langsung komplain kendala fasilitas centernya center call bank;3;2
2068;sangat kecewa jelas guna gmna gak buruk banget;3;1
2069;tak login hapus eror aja;3;1
2070;transfer sumsel sama moga gratis biaya;3;4
2071;update tetap terus sangat penting nih nasabah minta masuk malah login kali hambat baik aplikasi aktivasi aja;3;1
2072;sudah hari buka bbrp;3;1
2073;nian bagus;1;1
2074;baik;2;5
2075;log diupdate;3;1
2076;terus login gagal aktivasi;3;1
2077;sampah aplikasi;0;1
2078;tidak sy sedang mau log aplikasiny apa;3;1
2079;update tetep sumpah sih parah mau masuk malah makin login lambat kok kerja kali gimana gak aktivasi;3;1
2080;tidak soal segera malah login kemarin kasih hari habis dulu baik baharu;3;3
2081;usah sumselbabel paling paksa mobile mending masalah gak bank banget aplikasi;0;1
2082;ulang tiap terus minta malah login kok kacau ini dah aktivitas aktifitas;3;1
2083;sangat moga makin lebih hari baik;2;4
2084;yang update ulang tidak restart moga minta lalu install dipake bru bantu aplikasi aktifasi akhir;3;4
2085;update sendiri henti aplikasi;0;1
2086;update tetap sama masalah login komentar kok kelas kali hubung gin dong daerah center call bank ayo aktivasi;3;1
2087;ulang terus selalu masuk baharu aktivasi;3;1
2088;tim sekali sama pihak perhati orang mesti login kembang gimana gak donk coba cek bsb berapa banyak bagaimana;3;1
2089;update ulang terus sudah sampe pa org minta login keluh gin gimana aktivasi aja abis;3;2
2090;selalu padahal minta hasil belum aktivasi;3;1
2091;uninstal tingkat tambah sumselbabel siap moga mobile menu lihat lebih layan kemudian instal error buka bsb banking bank alhamdulillah akun akhir;3;5
2092;update sudah login dak bos;3;1
2093;tidak kok eror baik;2;2
2094;update suruh sekarang masuk diupdate dak;3;1
2095;update tidak sendiri mau masuk malah keluar gmna buka;3;2
2096;update terus minta malah login aktifasi;3;1
2097;ulang udah tidak terus terlalu suruh sukses sering selesai perlu padahal pa mau login hari gak diupdate coba baik appnya aktivasi;3;2
2098;transfer transaksi token terlalu terima saldo pakai muda manfaat listrik kurang kembang kasih isi ikut guna gopay fitur beli bank aplikasi apa antar;3;1
2099;versi update terima semenjak selalu pihak perhati login kembang kasih force close baru baik atas;3;1
2100;transfer mobile mau henti bsb;3;5
2101;mudah bayar;1;2
2102;update selalu login gak gagal;3;1
2103;tingkat sangat nasabah maju keluh kecewa harus bukan;3;1
2104;update malah login baik;2;1
2105;update padahal minta malah gimana aktivasi;3;3
2106;update masuk gak;3;1
2107;masuk diupdate;3;1
2108;sekali mantap bagus aplikasi;1;5
2109;bagus;1;5
2110;update malah guna;3;2
2111;versi update transfer semenjak mau force close aplikasi;0;1
2112;tempat pasu otp ny kode aktivasi;3;1
2113;versi update ulang selalu login force close ber baru aplikasi;0;3
2114;transaksi sangat laku bantu;1;5
2115;update transaksi susah suka pdhal pake mau malah lumayan lah gak buka bankingnya baik abis;3;1
2116;sangat perlu laku bantu baik bagus app;1;5
2117;selalu paket padahal melulu jaring internet gagal cek apa aktivasi;3;5
2118;ulang transfer tingkat sistem selalu saldo potong pernah mohon minta masuk lapor kerja kali hp error baik bahkan aplikasi aktivasi;0;1
2119;;3;
2120;good;1;5
2121;sama percuma malah diupdate berat aja;3;1
2122;mantap;1;4
2123;version update tidak suruh masuk kok invalid gimana cara bantu;3;2
2124;transaksi sangat bantu;1;5
2125;transaksi mudah mana ada;1;5
2126;yang udah tpi tidak skrg saran saldo rugi ribet pulsa potong pernah mudah mau mana malah makasih lewat lebih kota kirim kali jauh jadi iya guna dri biar beli banget baik aplikasi aku aja;3;2
2127;sangat bantu;1;5
2128;login gak;3;1
2129;version versi update padahal karna invalid buka baru baik;3;1
2130;good app;1;5
2131;yang version update tulis punya gak buka;3;1
2132;yang tidak sumsel sudah sim sama pesan mulai mohon mobile masuk masalah laku kartu hp hampir guna error dengan datang card bulan bsb baru banking bank;3;1
2133;yang wa via transfer sama qris masuk masak langsung lama kalah jam jadi fitur baik ada;3;1
2134;tapi sudah lagi kalau ganti bulan buka blm bintang beberapa baru aktif;3;3
2135;;3;
2136;jelek;3;1
2137;tingkat kualitas fiturnya bagus;3;5
2138;token pln;3;5
2139;transaksi sumselbabel sangat mudah makasih lebih bantu bank;1;5
2140;ulang udah transfer tidak terus temu suruh ribet padahal oke mau kata kalau hampir gilir error data bulan buka aplikasi aktivasi aja;3;1
2141;saldo pulsa lah kurang ini eror bener beli bagaimana aplikasi;0;1
2142;sangat bantu;1;5
2143;sumsel gak bank aja;3;5
2144;token listrik lgi lebih kok dong beli;3;2
2145;makasih bank;3;5
2146;terus suruh sekali sangat saldo mau masuk masak ini gimana cek buruk buat aneh aktivasi;3;2
2147;instal gak;3;5
2148;yang ulas sy pake keluh jd ini gak deh banyak aplikasi;0;1
2149;yang transaksi skrng mudah mobile lebih lanjut jd fitur dengan bnyk baru banking ada;3;4
2150;tanggap saran saldo pulsa prose potong pihak nasabah masuk manual komplain kembang error dri bsb beli atau aplikasi aja;3;1
2151;transfer transaksi susah online oke gak atm;3;5
2152;bantu bagus;1;4
2153;usah tidak susah sering punya parah nasabah mobile malah lebih kesal error buat bnyak bantu banking baik app;3;1
2154;transaksi tidak otp kirim kemarin hasil dari;3;1
2155;tidak tapi sudah saldo pake mau lama kok hr cek aplikasi;0;3
2156;transfer transaksi skrg sekali sampe otp nomor mau masuk lanjut krn kali guna gak baru;3;1
2157;update tiap terus suruh sudah selalu padahal mau klik kalau jg henti gin gimana bnyak baru banyak aplikasi aktivasi;3;1
2158;yang tiba terus sm semua sandi ribet pesan pertama pernah pergi parah mau masuk login ku kok kata karna kait isi guna ganti gak eh dulu dengan bukak buat blokir beberapa baru bank bangking banget baik atm aku;3;1
2159;mantap;1;5
2160;transaksi oke makin lancar ko kirim hubung dah biar ayo;3;5
2161;;3;
2162;uang transfer tidak tanya swasta susah sering sama ribet prose kembali kalau jg jelek jadi itnya hubung hilang gagal error centernya call bank aplikasi ajar;3;1
2163;bantu;1;5
2164;;3;
2165;terlalu ribet mutasi malam jam hadeh cek atas;3;1
2166;token sangat mudah guna beli;1;5
2167;tolol aplikasi;0;1
2168;mudah mesti langsung kasi jauh bank akun aktivasi;3;3
2169;;3;
2170;update sering semenjak parah mohon force error close baru baik;3;2
2171;;3;
2172;tampil kan;3;2
2173;transfer terus kali gagal;3;1
2174;update sih parah malah log habis blokir akun;3;2
2175;rumah pemberitahuan pake mau malah kalau ganggu gak debit biaya beri bayar;3;1
2176;versi stabil sering lebih gak belum baru baik;3;2
2177;bagus aplikasi;0;5
2178;good;1;5
2179;transaksi sulit servernya sering riwayat ribet rasa online nasabah mau male make kalo jgn ganggu gak cek bsb banget;3;1
2180;update tidak temu rekening nomor masuk masa kurang data daerah bank atm;3;1
2181;yang parah masa dari dak bank aktivasi;3;1
2182;yang bintang;3;1
2183;liat baharu;3;3
2184;tidak susah malah log guna deh cuma csnya buat bikin baru bank aplikasi apa;3;1
2185;ulang tidak terus tanya sudah selesai parah orang minta minggu kali error berapa bener bank aktivasi;3;1
2186;waktu transfer sering sekali segera saldo potong moga minggu makan kembali gagal dana baik;3;2
2187;tunggu terus saldo potong nunggu minggu mau lapor lama laku kemarin kalau gagal coba bayar balik;3;1
2188;temu sudah rek padahal nomor kartu bener atm;3;1
2189;lot;3;1
2190;;3;5
2191;ulang melulu aktivasi;3;1
2192;transaksi saldo kurang kali gagal duit dong baik;3;1
2193;temu selalu rek nomor nomer masuk kartu kan;3;2
2194;uninstal ulang udah temu rek perintah pa nomor masukin malah login kartu kalo gak dong data benerin bener aplikasi aneh aktipasi aja;0;1
2195;via transaksi sedia sayang sangat bayar banking atm;3;1
2196;yah ulang tlong tidak temu tapi sm rek pa nomor masukin masuk kok kartu dong coba benerin aplikasi aktifasi;3;1
2197;terus sumsel simpel rek perlu mudah mau maju lebih laku datang bank babel;3;5
2198;tingkat sim mohon hp ganti deteksi cukup card bantu;1;1
2199;sudah registrasi qris oke gampang bayar;3;5
2200;good;1;4
2201;;3;5
2202;update tim saing mau masa kembang kapan kalau gimana dukung bsb bank aplikasi android;0;1
2203;saldo kurang gagal;3;1
2204;tulis temu mohon mau masa kok gx gimana data bantu aktivasi;3;2
2205;versi tindak susah sim segera pindah pasang padahal mohon mau lanjut kalo jalan hp dulu deteksi card benar android;3;3
2206;transfer susah nih mau lah kok dong butuh betul;3;2
2207;sim deteksi card buka aplikasi android;0;1
2208;tpi sim selalu pasang padahal muncul mohon informasi deteksi card buka baca aplikasi aktif;3;3
2209;sim pa lagi ket card buka android;3;2
2210;buruk banking aplikasi;0;1
2211;versi transaksi tim susah pindah mesti mau masa kembang kalo kalah hp guna banking bank aplikasi android;0;1
2212;cepat;3;5
2213;padahal mobile kayak guna gitu gak banking bank android;3;1
2214;versi terang simcard perhati jalan jadi deteksi baru aplikasi android;0;1
2215;tulis tolong tidak sedikit menu layan lama kartu ganti developer deteksi biar balik bagus aplikasi;3;1
2216;transfer sering pulsa kadang isi blokir aku;3;1
2217;sangat bantu aplikasi;1;5
2218;tidak mobile hp;3;1
2219;tidak tapi simcard pindah lama hp ganti deteksi aplikasi;3;1
2220;oke;3;5
2221;jangan;3;1
2222;terima sangat kasih bantu aplikasi;1;4
2223;upgrade tulis sim selalu mohon card android;3;1
2224;ribet kali jadi eror dikit buat bank aplikasi apa;0;1
2225;cepat;3;5
2226;good;1;5
2227;sering periksa kok jaring iya internet gmn dong banget ala;3;1
2228;upgrade terang sumsel sim masa jadi gak deteksi buka bank baik ayo apknya android;3;2
2229;ulang udah simcard parah nya masalah gak eror eh appnya aja;3;2
2230;yang versi soal pakai kak diupdate baru android;3;1
2231;sim pa notif malah kok install deteksi card buka appnya;3;2
2232;manfaat;3;5
2233;tapi sistem ribet mau malah hr dlm baik aktivasi aja;3;1
2234;sumselbabel saing lanjut kan go bsb bank baik;3;5
2235;transfer slalu saldo ribet prose pesan parah muncul mau makin ilang gak error eh dong bru aja ada;3;4
2236;udah temu padahal id data daftar bilang atm;3;1
2237;ulang transaksi tidak tambah ribet otpnya login lama lagi kudu kalau fitur donk data blm bikin bayar baik atau apknya aktivasi;3;3
2238;yang tidak kalian buat blum aplikasi;0;1
2239;tidak suka payah parah mau lot kalo jaring jangan install bagus;3;1
2240;suka;3;1
2241;good;1;5
2242;transaksi sih parah pa maaf lihat jujur jadi fiturnya fitur buruk banking aplikasi;3;1
2243;mantap;1;5
2244;yang untung uninstal ulang udah temu susah suruh sih selalu salah rek ramah prose nyata nya nomor ngak moga masukin masa login lebih lama lalu lagi kok jg jaring guna fungsi data cara capek cabang bsb baru bank banget baik aplikasi aktivasi aktifasi aktif ajar aj;3;5
2245;tutup pemberitahuan paksa ngak lama buka baru alhamdulillah;3;5
2246;transaksi tetap saldo mohon masa layan kurang kerja kali jawab jam iya gagal center call baik angkat;3;1
2247;terus pake minta gak aktifasi;3;1
2248;untung transaksi segala lancar;3;5
2249;transaksi stabil semua cepat buat bank;3;5
2250;sangat bantu;1;5
2251;susah sinyal semua pdhal mulu mau kuota dri download banget;3;2
2252;kasi kalau dulu bintang baru bagus;3;1
2253;sumsel punya org krn jg jd dengan bank;3;5
2254;gak buka aplikasi;0;1
2255;transaksi sumsel sukses selalu segala mudah dekat bank babel;3;5
2256;yang transaksi terus sulit daftar bri bnyk bni bank;3;5
2257;parah aplikasi;0;1
2258;;3;
2259;transfer susah bank banget;3;3
2260;good;1;4
2261;saldo cek;3;1
2262;transfer;3;1
2263;transfer top tau sih saldo masuk kalo jauh jadi bank aman;3;5
2264;pdahal nomor kok gak daftar benar;3;5
2265;kasih dulu coba bintang;3;4
2266;udah tulis tidak saldo pulsa pake nomor mbanking masuk kurang kalo kali gua gila error baik;3;1
2267;yang ulang tingkat tim tetap tambah sudah sim sangat malah lebih kembang install hp hasil ganti donk deteksi datang card cabang biar belum bantu bank bagus aplikasi;1;1
2268;yang sumsel sangat moga mobile maupun mantap makin layan lagi canggih bantu banking bank babel aplikasi;1;5
2269;tingkat seluruh perlu oke lebih;3;5
2270;mantap;1;3
2271;ulang tidak tiba suruh sudah sistem ny makin make lancar jelek hadeh gmn beres aktivasi aja;3;1
2272;mulu eror;3;1
2273;update tunggu ikut bagus;3;5
2274;waktu ulang tingkat terlalu terimakasih sering sangat perlu mohon kali kadang jangan guna baik aplikasi aktivasi;3;2
2275;terimakasih sumsel sangat mobile mantap bantu banking babel;1;5
2276;sm masuk gagal;3;4
2277;tutup sendiri mobile masuk banking aplikasi aktifasi;0;2
2278;parah paling lelet buruk bank;3;4
2279;selalu;3;3
2280;sangat bantu;1;5
2281;eror;3;1
2282;good;1;5
2283;terus mau masuk jelas eror beri akun;3;1
2284;bagus;1;5
2285;usah tingkat tidak sumsel sendiri malu kok kan ganti dah buat baru banyak bank babel aplikasi aja;0;1
2286;temu masa aneh aktivasi;3;1
2287;tidak tarik tadi semua jawab beberapa baca apps;3;1
2288;nomor kak hp cara bagaimana aktif;3;5
2289;tadi sudah sesuai sangat saldo rb pulsa otp mpin kurang kecewa kali jadi isi gagal cek bsb bayar aplikasi ala;3;1
2290;saldo ny gimana cek cara;3;1
2291;top;3;5
2292;;3;
2293;transaksi tingkat sudah sm ribet otp nunggu muncul mohon mau layan lama lagi konsumen kecewa kali gara blokir akun;3;1
2294;upgrade transaksi sering saldo prose minta lapor kurang kudu kemudian kembali hari gagal dulu dikit baru banget;3;1
2295;daftar;3;1
2296;sampah gak bikin aplikasi aja;0;1
2297;baik;2;5
2298;terus sudah ribet rekening registrasi otpnya otp otomatis mau manual lagi kirim dulu depan daftar baru banget aja;3;3
2299;sulit sih rasa orang gimana banyak baik aplikasi admin;0;1
2300;suka server masalah;3;3
2301;transfer transaksi ribet rekening nomor mau;3;1
2302;sudah sm hilang;3;5
2303;oke;3;5
2304;terus error;3;5
2305;lumayan bantu;1;5
2306;tidak temu gak download data baru aktivasi;3;1
2307;good;1;5
2308;mobile mantap bsb;1;5
2309;sering minta error diaktivasi bulan bank aktivasi;3;1
2310;transaksi tolong gimana error bsb atm app;3;1
2311;sumsel muas bank;3;5
2312;aplikasi;0;1
2313;sekali puas kurang eror dikit biar atas;3;3
2314;ulang mbanking masuk make lagi kecewa jg gak baru bank balik apa aktivasi;3;3
2315;temu sekali sama pa malah instal data bantu aplikasi apa aktivasi;0;1
2316;;3;
2317;sangat muas;1;5
2318;banking aktivasi;3;1
2319;jelek;3;1
2320;sangat nasabah bantu baik;2;5
2321;coba;3;4
2322;suruh selalu sangat rekening potong pernah maupun mau maksimal layan kecewa jelas isi hubung hari data center call bulan buka biaya beri bank bahkan bagaimana aplikasi apa;3;1
2323;ulang suruh aktivasi;3;1
2324;semua parah buruk banking app;3;1
2325;;3;
2326;transfer selalu kecewa eror;3;1
2327;layan baik;2;4
2328;tutup nian kantor internet dak banking bank aplikasi;0;1
2329;masalah bantu;1;5
2330;mantap;1;3
2331;transaksi simpel ribet laku atm;3;1
2332;sumselbabel pertama kali coba bintang bank aplikasi;0;2
2333;muas;3;5
2334;solusi saldo pulsa ngak masuk kurang kirim kecewa kali isi apa;3;1
2335;ulang tulis tidak sdah kali jauh erorr eror dn buka benerin banking bank aplikasi;3;1
2336;tapi sudah semua padahal mau masuk izin gak download baru bagaimana;3;1
2337;sangat baik;2;5
2338;tidak selalu kesal gagal;3;1
2339;upgrade tidak masuk malah aplikasi;0;1
2340;registrasi minta karna izin;3;1
2341;tidak rek padahal nomor benar aktivasi;3;1
2342;ulang terus tau repot gak aktivasi;3;1
2343;;3;
2344;ulang tampil sulit selalu ribet mesti masuk kantor cabang bikin awal aplikasi apa aktivasi;0;1
2345;urus sering saran ribet pernah error betul bank atmnya aplikasi;3;1
2346;temu pa niat kalo data dak buruk baik bagus aplikasi aktivasi;0;2
2347;terus minta izin baharu;3;2
2348;transaksi tidak sm muncul mau kode eror baik;3;3
2349;lalu bayar aplikasi apa;0;5
2350;good;1;5
2351;masuk kok instal gimana gak baru aplikasi;0;1
2352;good;1;1
2353;guna;3;5
2354;terlalu sering ribet aktivasi;3;1
2355;kacau;3;5
2356;good;1;5
2357;mungkin mohon laku baik;2;2
2358;terimakasih sangat bantu;1;5
2359;yaa tpi skrng lgi gak download belum apa;3;3
2360;transaksi tidak terlalu terima sy sering sangat praktis perlu pemberitahuan pdhal paksa libur krn kecewa hari ganggu email butuh bulan awal aplikasi akhir;3;2
2361;update suka sering sekali sangat minta lagi kalo kadang error bantu aplikasi;0;3
2362;transaksi terima mudah kasih alhamdulillah;1;5
2363;transfer kecewa jadi banyak bantu bank baik aplikasi;0;4
2364;transfer susah cuman;3;5
2365;yang terus selalu masalah kenapa jaring aktivasi;3;3
2366;sangat bantu;1;5
2367;terima sumsel sekali sama kok kendala kasih coba bank bagus babel aplikasi;0;5
2368;mantap;1;5
2369;sangat bantu;1;5
2370;lengkap aplikasi;0;2
2371;gagal;3;1
